condition_id,source,week_start,sentiment_score,sentiment_direction,post_count
0x4727f17403578f6dcde55e284c0c62fa2b773bf14f9ea1478426b26f0e5a439d,truth_social,2024-08-26 00:00:00,0.00025,0,2
0x4727f17403578f6dcde55e284c0c62fa2b773bf14f9ea1478426b26f0e5a439d,truth_social,2024-09-02 00:00:00,-0.34168,-1,4
0x4727f17403578f6dcde55e284c0c62fa2b773bf14f9ea1478426b26f0e5a439d,truth_social,2024-09-09 00:00:00,-0.10247,-1,3
0x4727f17403578f6dcde55e284c0c62fa2b773bf14f9ea1478426b26f0e5a439d,truth_social,2024-09-16 00:00:00,-0.7258,-1,2
0xb62380b73d580e991b2e264db58588cf395722f65b82822e4f8776a36b50ae89,truth_social,2024-06-24 00:00:00,-0.62995,-1,2
0xb62380b73d580e991b2e264db58588cf395722f65b82822e4f8776a36b50ae89,truth_social,2024-07-22 00:00:00,-0.45293,-1,3
0xb62380b73d580e991b2e264db58588cf395722f65b82822e4f8776a36b50ae89,truth_social,2024-08-05 00:00:00,-0.3313,-1,3
0xb62380b73d580e991b2e264db58588cf395722f65b82822e4f8776a36b50ae89,truth_social,2024-08-19 00:00:00,-0.3007,-1,3
0xb62380b73d580e991b2e264db58588cf395722f65b82822e4f8776a36b50ae89,truth_social,2024-08-26 00:00:00,0.00025,0,2
0x5c9490cd2121384ebb7a08b0aed1fa9a5239d98096d91b4bd6827c47c94951b2,truth_social,2024-06-24 00:00:00,-0.62995,-1,2
0x5c9490cd2121384ebb7a08b0aed1fa9a5239d98096d91b4bd6827c47c94951b2,truth_social,2024-07-22 00:00:00,-0.21655,-1,4
0x5c9490cd2121384ebb7a08b0aed1fa9a5239d98096d91b4bd6827c47c94951b2,truth_social,2024-08-05 00:00:00,-0.3502,-1,4
0x5c9490cd2121384ebb7a08b0aed1fa9a5239d98096d91b4bd6827c47c94951b2,truth_social,2024-08-19 00:00:00,-0.37283,-1,3
0x5c9490cd2121384ebb7a08b0aed1fa9a5239d98096d91b4bd6827c47c94951b2,truth_social,2024-08-26 00:00:00,-0.88962,-1,4
0x5c9490cd2121384ebb7a08b0aed1fa9a5239d98096d91b4bd6827c47c94951b2,truth_social,2024-09-02 00:00:00,-0.34168,-1,4
0x5c9490cd2121384ebb7a08b0aed1fa9a5239d98096d91b4bd6827c47c94951b2,truth_social,2024-09-09 00:00:00,-0.6177,-1,2
0x5c9490cd2121384ebb7a08b0aed1fa9a5239d98096d91b4bd6827c47c94951b2,truth_social,2024-09-16 00:00:00,-0.05586,-1,12
0x5c9490cd2121384ebb7a08b0aed1fa9a5239d98096d91b4bd6827c47c94951b2,truth_social,2024-09-23 00:00:00,-0.38057,-1,3
0x5c9490cd2121384ebb7a08b0aed1fa9a5239d98096d91b4bd6827c47c94951b2,truth_social,2024-09-30 00:00:00,0.04553,0,3
0x5c9490cd2121384ebb7a08b0aed1fa9a5239d98096d91b4bd6827c47c94951b2,truth_social,2024-10-21 00:00:00,0.14283,1,3
0x5c9490cd2121384ebb7a08b0aed1fa9a5239d98096d91b4bd6827c47c94951b2,truth_social,2024-12-02 00:00:00,-0.49005,-1,2
0x1fc53f59947710cb613cd48d2c68f753100b02733cfee816d0194f8b47ee7817,truth_social,2024-06-24 00:00:00,-0.62995,-1,2
0x229c4674926a0d042e5f02f74d6ec4c6afe63847b0fdfb6c63fe18ae338b2628,truth_social,2024-06-24 00:00:00,-0.62995,-1,2
